,Name,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,Genus,GenusIcon,ISO_codes,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
ter,Tera,Africa,11.0,11.8333333333,ttr,Afro-Asiatic,Chadic,Biu-Mandara,c990099,ttr,NG,,,,,,,,,,,,,,,,,2.0,3.0,3.0,,1.0,4.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,2.0,15.0,,2.0,,1.0,1.0,4.0,19.0,6.0,,15.0,,,2.0,4.0,5.0,7.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,2.0,5.0,1.0,,,,,,2.0,,,,2.0,,,,8.0,,,,,,,,5.0,,,,,,,,,,,4.0,,9.0,1.0,,,,,2.0,2.0,1.0,2.0,2.0,,,,2.0,,,,,,5.0,1.0,1.0,3.0,,,,,,,,,,3.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,,1.0,,,,,,2.0,2.0,1.0,4.0,4.0,4.0,,,
tes,Teso,Africa,1.83333333333,33.8333333333,teo,Eastern Sudanic,,Nilotic,sffcc00,teo,UG,,2.0,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,1.0,1.0,1.0,8.0,,,,1.0,8.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,6.0,,,,5.0,5.0,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,3.0,1.0,4.0,4.0,4.0,,,
tet,Tetela,Africa,-4.0,24.0,tll,Niger-Congo,Benue-Congo,Bantoid,d0000dd,tll,CD,,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,,2.0,2.0,,,,,,,,,,2.0,2.0,,4.0,,,,,
tew,Tewa (Arizona),North America,35.8333333333,-110.416666667,tew,Kiowa-Tanoan,,Kiowa-Tanoan,fff4400,tew,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
tex,Turkic (East-Central Xorasan),Eurasia,37.0,59.0,kmz,Altaic,,Turkic,d0000dd,kmz,IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
tga,Tangga,Papunesia,-3.46666666667,153.2,hrc,Austronesian,Eastern Malayo-Polynesian,Oceanic,c0000dd,hrc,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tgb,Tagbanwa (Aborlan),Papunesia,9.5,118.5,tbw,Austronesian,,Greater Central Philippine,cffffcc,tbw,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tgh,Tuareg (Ghat),Africa,25.0,10.1666666667,thv,Afro-Asiatic,,Berber,c66ff33,thv,LY,,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,1.0,,,,,,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,,2.0,1.0,,,,,,,,,,,,1.0,4.0,,,,,
tgk,Tigak,Papunesia,-2.71666666667,150.8,tgc,Austronesian,Eastern Malayo-Polynesian,Oceanic,c0000dd,tgc,PG,2.0,4.0,3.0,1.0,1.0,,,2.0,,,,,,,,4.0,4.0,,,,1.0,5.0,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,2.0,8.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,7.0,,,,1.0,1.0,,,2.0,,,,,6.0,,,,3.0,,2.0,,9.0,1.0,,,,,2.0,,,,1.0,,,,1.0,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,,1.0,,,,,2.0,2.0,2.0,1.0,4.0,4.0,4.0,,,
tgl,Tshangla,Eurasia,27.8333333333,92.1666666667,tsj,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,tsj,BT IN,,,,,,1.0,,,,,,,,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,21.0,,2.0,3.0,4.0,19.0,,,,,,,,,,,17.0,,,12.0,4.0,4.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,8.0,,,,,2.0,,,,,,,,,,,,,,,,6.0,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,,,,,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,,,
tgn,Tugun,Papunesia,-7.71666666667,126.75,tzn,Austronesian,,Central Malayo-Polynesian,t99ffff,tzn,ID,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,4.0,4.0,,,
tgo,Tsogo,Africa,-1.5,11.3333333333,tsv,Niger-Congo,Benue-Congo,Bantoid,d0000dd,tsv,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
tgp,Tanglapui,Papunesia,-8.28333333333,125.083333333,swt,Timor-Alor-Pantar,,Kolana-Tanglapui,t99ffff,swt,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tgr,Tigré,Africa,16.5,38.5,tig,Afro-Asiatic,,Semitic,cdd0000,tig,ER,,2.0,,,,,,,,,,,,,,,1.0,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,1.0,4.0,4.0,,,,,,,,,3.0,1.0,,,2.0,2.0,2.0,3.0,6.0,,,,1.0,2.0,,,4.0,,,,,,,,,,,4.0,,9.0,,,,,,2.0,,,,3.0,,,,1.0,,2.0,1.0,2.0,3.0,,1.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,,,,,2.0,,1.0,,1.0,1.0,,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,,,,,,,,2.0,5.0,2.0,1.0,1.0,,,
tgw,Tarangan (West),Papunesia,-6.5,134.166666667,txn,Austronesian,,Central Malayo-Polynesian,t99ffff,txn,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tha,Thai,Eurasia,16.0,101.0,tha,Tai-Kadai,,Kam-Tai,sff66ff,tha,TH,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,2.0,,3.0,1.0,3.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,,,,,2.0,2.0,2.0,,1.0,,,,,,,,,1.0,,3.0,,,2.0,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,7.0,5.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,4.0,4.0,4.0,1.0,2.0,,2.0,1.0,,,1.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,9.0,2.0,5.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,5.0,2.0,6.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0
thd,Thadou,Eurasia,24.4166666667,93.9166666667,tcz,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,fff6600,tcz,IN MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0
thk,Thakali,Eurasia,29.0,83.75,ths,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,ths,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,2.0,,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,2.0,,,,1.0,,,
thn,Thangmi,Eurasia,27.75,86.0,thf,Sino-Tibetan,Tibeto-Burman,Mahakiranti,c0000dd,thf,NP,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,
tho,Thompson,North America,49.75,-121.75,thp,Salishan,,Interior Salish,d990099,thp,CA,,,,,,,,,1.0,2.0,3.0,2.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,16.0,3.0,,,,,,,,,,,,,,,,,,5.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,5.0,1.0,,4.0,,3.0,,,
thp,Thaypan,Australia,-14.8333333333,143.166666667,typ,Pama-Nyungan,,Northern Pama-Nyungan,taa0000,typ,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ths,Thai Sign Language,Eurasia,15.0,101.0,tsq,other,,Sign Languages,t99ffff,tsq,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tht,Tehit,Papunesia,-1.5,132.0,kps,West Papuan,,West Bird's Head,sffff00,kps,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thu,Thulung,Eurasia,27.4166666667,86.5,tdh,Sino-Tibetan,Tibeto-Burman,Mahakiranti,c0000dd,tdh,NP,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,,,1.0,2.0,4.0,18.0,3.0,,,,,,,,,,16.0,,4.0,,4.0,4.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,
thw,Thao,Papunesia,23.8833333333,120.916666667,ssf,Austronesian,,Western Plains Austronesian,f0000dd,ssf,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thy,Kuuk Thaayorre,Australia,-14.5833333333,141.833333333,thd,Pama-Nyungan,,Northern Pama-Nyungan,taa0000,thd,AU,,1.0,,,,,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,9.0,,,,5.0,5.0,,,,,,,,,,,,,,,,8.0,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,3.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,3.0,6.0,2.0,1.0,5.0,2.0,2.0,,,
tia,Tima,Africa,11.6666666667,29.25,tms,Kordofanian,,Katla-Tima,dff6600,tms,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,4.0,,,
tib,Tibetan (Standard Spoken),Eurasia,30.0,91.0,bod,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,bod,CN,,,,,,1.0,,,,,,,,,2.0,1.0,1.0,3.0,3.0,,1.0,,,,2.0,,,,,1.0,,,,,1.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,1.0,5.0,2.0,,1.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,,3.0,1.0,1.0,1.0,,4.0,8.0,,,,,,3.0,,,,1.0,,2.0,,,,,2.0,,,,,2.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,2.0,2.0,,2.0,,1.0,2.0,,,
tic,Ticuna,South America,-4.0,-70.5,tca,,,,t9999ff,tca,BR PE,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,2.0,,,5.0,3.0,2.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,4.0,,,,2.0,,,,2.0,,,,,,,,3.0,,,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,4.0,1.0,,,,,,,,,,,,1.0,,7.0,,,3.0,6.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,5.0,5.0,5.0,,,
tid,Tidore,Papunesia,0.75,127.5,tvo,West Papuan,,North Halmaheran,t000000,tvo,ID,2.0,6.0,2.0,2.0,1.0,4.0,,2.0,,,,,,,,,2.0,,,1.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,6.0,,15.0,,,2.0,4.0,5.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,,,3.0,2.0,2.0,9.0,1.0,,,1.0,2.0,,,,,,,2.0,2.0,,2.0,,2.0,,,,9.0,,,,2.0,,1.0,,,,,4.0,5.0,8.0,,1.0,,,,,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,6.0,2.0,,4.0,4.0,4.0,,,1.0
tif,Tifal,Papunesia,-5.0,141.333333333,tif,Trans-New Guinea,,Ok,cffffcc,tif,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig,Tigrinya,Africa,14.5,38.5,tir,Afro-Asiatic,,Semitic,cdd0000,tir,ET ER,,,,,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,6.0,,4.0,4.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,6.0,,,2.0,2.0,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,
tik,Tikar,Africa,5.83333333333,11.6666666667,tik,Niger-Congo,Benue-Congo,Bantoid,d0000dd,tik,CM,,,,,,2.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,5.0,5.0,5.0,,,
til,Tillamook,North America,45.3333333333,-123.75,til,Salishan,,Tillamook,d66ff33,til,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
tim,Timugon,Papunesia,5.0,116.0,tih,Austronesian,,North Borneo,d66ff33,tih,MY,,5.0,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,8.0,,,,1.0,,,,,,,,,,,,,,,,,9.0,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,2.0,,,1.0,4.0,4.0,4.0,,,
tin,Tinrin,Papunesia,-21.6666666667,165.75,cir,Austronesian,Eastern Malayo-Polynesian,Oceanic,c0000dd,cir,NC,2.0,4.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,4.0,,,,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,16.0,3.0,,13.0,13.0,,,4.0,1.0,7.0,4.0,,,,,,,,,17.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,7.0,3.0,5.0,,1.0,4.0,,,,,3.0,,,6.0,,,,2.0,1.0,,1.0,9.0,2.0,4.0,,,,2.0,,,,,,,,,1.0,,,,,5.0,,5.0,2.0,,,,3.0,,,,,,,,7.0,4.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,,1.0,,1.0,,,,,1.0,4.0,2.0,1.0,4.0,4.0,3.0,,,3.0
tir,Tiriyo,South America,3.25,-55.75,tri,Cariban,,Cariban,dffffff,tri,SR BR,6.0,,4.0,2.0,1.0,,,2.0,,,,,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,3.0,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,1.0,1.0,4.0,,,,,,,,,,,5.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,6.0,1.0,5.0,1.0,,,,,
tis,Tibetan (Shigatse),Eurasia,29.0,89.0,bod,Sino-Tibetan,Tibeto-Burman,Bodic,fffff00,bod,CN,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,3.0,,2.0,,7.0,3.0,,2.0,,,,,,,,,5.0,5.0,,,
tiv,Tiv,Africa,7.5,9.0,tiv,Niger-Congo,Benue-Congo,Bantoid,d0000dd,tiv,NG,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,4.0,,5.0,,,
